sofifa_id,short_name,primary_position,role_group,overall,club_name,league_name,nationality_name,PTS
247972,D. Olaru,CM,MID,70,FCSB (Steaua),Romanian Liga I,Romania,67.8
199601,M. Çağıran,CDM,MID,68,İttifak Holding Konyaspor,Turkish Süper Lig,Turkey,67.8
184878,T. Høiland,ST,FWD,64,Viking FK,Norwegian Eliteserien,Norway,67.8
260637,Lincoln,ST,FWD,68,Vissel Kobe,Japanese J. League Division 1,Brazil,67.75000000000001
200458,L. Digne,LB,DEF,84,Everton,English Premier League,France,67.75
223243,E. Aguilera,CB,DEF,74,Club América,Mexican Liga MX,Argentina,67.75
256958,Fábio Vieira,CAM,MID,72,FC Porto,Portuguese Liga ZON SAGRES,Portugal,67.75
213839,B. Guillaume,ST,FWD,70,Valenciennes FC,French Ligue 2,Belgium,67.75
259345,K. El Berkaoui,ST,FWD,70,Al Raed,Saudi Abdul L. Jameel League,Morocco,67.75
205351,A. Pritchard,CAM,MID,69,Sunderland,English League One,England,67.75
216055,F. Carrizo,LM,MID,69,Club Cerro Porteño,Paraguayan Primera División,Argentina,67.75
157528,M. Stoppelkamp,LM,MID,68,MSV Duisburg,German 3. Bundesliga,Germany,67.75
183336,P. Helland,RM,MID,67,Lillestrøm SK,Norwegian Eliteserien,Norway,67.75
237524,S. Kaba,ST,FWD,67,Oud-Heverlee Leuven,Belgian Jupiler Pro League,Guinea,67.75
211098,B. Dack,CAM,MID,74,Blackburn Rovers,English League Championship,England,67.7
181573,O. Akhmedov,CM,MID,73,Shijiazhuang Ever Bright F.C.,Chinese Super League,Uzbekistan,67.7
206085,J. Murphy,RM,MID,72,Newcastle United,English Premier League,England,67.7
230464,Alam Basteirinho,CAM,MID,72,Santos,Campeonato Brasileiro Série A,Brazil,67.7
204684,M. Seuntjens,LM,MID,71,Fortuna Sittard,Holland Eredivisie,Netherlands,67.7
226286,G. Ávalos,ST,FWD,71,Argentinos Juniors,Argentina Primera División,Paraguay,67.7
230335,Wagner Orsinho,LB,DEF,71,Fluminense,Campeonato Brasileiro Série A,Brazil,67.7
262744,M. Bouldini,ST,FWD,68,Santa Clara,Portuguese Liga ZON SAGRES,Morocco,67.7
223551,L. Gregory,ST,FWD,67,Sheffield Wednesday,English League One,England,67.7
237254,K. Denkey,ST,FWD,67,KSV Cercle Brugge,Belgian Jupiler Pro League,Togo,67.7
242253,M. Toye,ST,FWD,67,Club de Foot Montréal,USA Major League Soccer,United States,67.7
256893,Kibe,ST,FWD,64,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,Brazil,67.7
156478,Y. Abe,CDM,MID,63,Urawa Red Diamonds,Japanese J. League Division 1,Japan,67.7
264587,V. Yakovlev,ST,FWD,62,PFC CSKA Moscow,Russian Premier League,Russia,67.7
237329,J. Willock,CAM,MID,75,Newcastle United,English Premier League,England,67.69999999999999
213446,R. López,RB,DEF,74,Deportivo Toluca,Mexican Liga MX,Mexico,67.69999999999999
215079,P. Pérez,CM,MID,72,Newell's Old Boys,Argentina Primera División,Argentina,67.69999999999999
220785,A. Čolak,ST,FWD,72,Malmö FF,Swedish Allsvenskan,Croatia,67.69999999999999
227732,A. Donis,ST,FWD,69,Stade de Reims,French Ligue 1,Greece,67.69999999999999
250818,Anderson Oliveira,ST,FWD,69,Beijing Guoan FC,Chinese Super League,Brazil,67.69999999999999
262333,Y. Kallon,RW,FWD,65,Genoa,Italian Serie A,Sierra Leone,67.69999999999999
220971,N. Keïta,CM,MID,80,Liverpool,English Premier League,Guinea,67.65
192679,Escudero,LB,DEF,78,Granada CF,Spain Primera Division,Spain,67.65
238067,N. Zaniolo,CAM,MID,78,Roma,Italian Serie A,Italy,67.65
233848,J. Hauge,LM,MID,76,Eintracht Frankfurt,German 1. Bundesliga,Norway,67.65
187421,J. Hernández,CDM,MID,74,Pachuca,Mexican Liga MX,Mexico,67.65
248872,R. Sánchez,CM,MID,74,Club América,Mexican Liga MX,Paraguay,67.65
223756,M. Schulz,CDM,MID,72,FC Luzern,Swiss Super League,Germany,67.65
193422,T. Børven,ST,FWD,71,Gazişehir Gaziantep F.K.,Turkish Süper Lig,Norway,67.65
199982,J. Van Damme,CDM,MID,71,KV Mechelen,Belgian Jupiler Pro League,Belgium,67.65
206626,M. Ishak,ST,FWD,71,Lech Poznań,Polish T-Mobile Ekstraklasa,Sweden,67.65
252692,S. Nicholson,ST,FWD,71,Royal Charleroi S.C.,Belgian Jupiler Pro League,Jamaica,67.65
239881,Danilo,ST,FWD,70,Ajax,Holland Eredivisie,Brazil,67.65
225915,A. Fontana,ST,FWD,69,River Plate,Argentina Primera División,Argentina,67.65
212428,A. Niane,ST,FWD,67,FC Sochaux-Montbéliard,French Ligue 2,Mali,67.65
255253,Vitinha,CAM,MID,67,FC Porto,Portuguese Liga ZON SAGRES,Portugal,67.65
209062,P. Frick,ST,FWD,66,IF Elfsborg,Swedish Allsvenskan,Sweden,67.65
212541,L. Vangioni,LB,DEF,75,Club Libertad,Paraguayan Primera División,Argentina,67.64999999999999
226045,J. Gallardo,LB,DEF,75,CF Monterrey,Mexican Liga MX,Mexico,67.64999999999999
239795,C. Ekuban,RM,MID,75,Genoa,Italian Serie A,Ghana,67.64999999999999
212618,F. Aristeguieta,ST,FWD,72,Puebla FC,Mexican Liga MX,Venezuela,67.64999999999999
204895,B. Omrani,ST,FWD,69,CFR Cluj,Romanian Liga I,France,67.64999999999999
212048,A. Chipciu,RW,FWD,69,CFR Cluj,Romanian Liga I,Romania,67.64999999999999
200197,N. Blandi,ST,FWD,63,Unión de Santa Fe,Argentina Primera División,Argentina,67.64999999999999
222077,M. Locatelli,CDM,MID,82,Juventus,Italian Serie A,Italy,67.60000000000001
186745,M. Pérez García,CAM,MID,73,Gimnasia y Esgrima La Plata,Argentina Primera División,Argentina,67.60000000000001
171082,S. De Ridder,CM,MID,67,Sint-Truidense VV,Belgian Jupiler Pro League,Belgium,67.60000000000001
208224,P. Mantalos,CAM,MID,76,AEK Athens,Greek Super League,Greece,67.6
234045,H. Onyekuru,LM,MID,75,Olympiacos CFP,Greek Super League,Nigeria,67.6
203604,D. Pavelka,CDM,MID,74,AC Sparta Praha,Czech Republic Gambrinus Liga,Czech Republic,67.6
229104,H. Faik,CM,MID,71,Al Faisaly,Saudi Abdul L. Jameel League,Netherlands,67.6
242019,A. Lotti,ST,FWD,71,Atlético Tucumán,Argentina Primera División,Argentina,67.6
257414,P. Ba,ST,FWD,69,Le Havre AC,French Ligue 2,Senegal,67.6
214965,C. Riaño,ST,FWD,68,Club Atlético Central Córdoba,Argentina Primera División,Argentina,67.6
238802,P. Türpitz,CAM,MID,64,Türkgücü München,German 3. Bundesliga,Germany,67.6
256998,Cleiton Silva,ST,FWD,67,Bengaluru FC,Indian Super League,Brazil,67.55000000000001
247138,Fran Navarro,ST,FWD,63,Gil Vicente FC,Portuguese Liga ZON SAGRES,Spain,67.55000000000001
188377,K. Walker,RB,DEF,85,Manchester City,English Premier League,England,67.55
193283,T. Delaney,CDM,MID,81,Sevilla FC,Spain Primera Division,Denmark,67.55
239482,Galeno,LM,MID,77,SC Braga,Portuguese Liga ZON SAGRES,Brazil,67.55
223922,A. Bouchalakis,CM,MID,75,Olympiacos CFP,Greek Super League,Greece,67.55
223334,Joelinton,ST,FWD,74,Newcastle United,English Premier League,Brazil,67.55
184133,Castro,CM,MID,73,SC Braga,Portuguese Liga ZON SAGRES,Portugal,67.55
210321,R. Quioto,ST,FWD,73,Club de Foot Montréal,USA Major League Soccer,Honduras,67.55
230482,Marlon Nideiro,CAM,MID,73,Grêmio,Campeonato Brasileiro Série A,Brazil,67.55
247827,M. Olise,CAM,MID,73,Crystal Palace,English Premier League,France,67.55
252590,Fer Niño,ST,FWD,73,RCD Mallorca,Spain Primera Division,Spain,67.55
241487,J. Ferreira,CAM,MID,70,FC Dallas,USA Major League Soccer,United States,67.55
236533,R. Glatzel,ST,FWD,69,Hamburger SV,German 2. Bundesliga,Germany,67.55
242265,M. Obafemi,ST,FWD,68,Swansea City,English League Championship,Republic of Ireland,67.55
254039,J. Alcívar,CDM,MID,68,LDU Quito,Ecuadorian Serie A,Ecuador,67.55
202428,B. Wood,ST,FWD,67,Real Salt Lake,USA Major League Soccer,United States,67.55
260652,C. Ofoedu,ST,FWD,67,Sagan Tosu,Japanese J. League Division 1,Nigeria,67.55
263991,Marcelo dos Santos,ST,FWD,65,Gil Vicente FC,Portuguese Liga ZON SAGRES,Brazil,67.55
230256,Adryan Zonta,LWB,DEF,81,RB Bragantino,Campeonato Brasileiro Série A,Brazil,67.5
230524,Formosandrinho,ST,FWD,75,Clube Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,67.5
231826,Y. Karamoh,RM,MID,75,Fatih Karagümrük S.K.,Turkish Süper Lig,France,67.5
214971,F. Pizzini,RM,MID,74,Defensa y Justicia,Argentina Primera División,Argentina,67.5
193884,S. Clucas,CM,MID,72,Stoke City,English League Championship,England,67.5
199689,Á. Sepúlveda,ST,FWD,72,Club Necaxa,Mexican Liga MX,Mexico,67.5
228717,Y. Mutō,ST,FWD,72,Vissel Kobe,Japanese J. League Division 1,Japan,67.5
229215,Y. El Jebli,CAM,MID,72,Al Batin,Saudi Abdul L. Jameel League,Morocco,67.5
262411,Miguel Crespo,CM,MID,71,Fenerbahçe SK,Turkish Süper Lig,Portugal,67.5
200918,C. Knasmüllner,CAM,MID,70,SK Rapid Wien,Austrian Football Bundesliga,Austria,67.5
243793,Allan Sousa,RM,MID,69,Vejle Boldklub,Danish Superliga,Brazil,67.5
193226,B. Jeannot,ST,FWD,67,Stade Malherbe Caen,French Ligue 2,France,67.5
233216,P. Tietz,ST,FWD,66,SV Darmstadt 98,German 2. Bundesliga,Germany,67.5
222515,Z. Ferhat,LM,MID,77,Nîmes Olympique,French Ligue 2,Algeria,67.45
206469,T. Fountas,CAM,MID,73,SK Rapid Wien,Austrian Football Bundesliga,Greece,67.45
259816,A. Sima,RM,MID,73,Stoke City,English League Championship,Senegal,67.45
233147,R. Oshima,CM,MID,71,Kawasaki Frontale,Japanese J. League Division 1,Japan,67.45
225533,C. Bedia,ST,FWD,69,Royal Charleroi S.C.,Belgian Jupiler Pro League,Côte d'Ivoire,67.45
168317,H. Goitom,ST,FWD,67,AIK,Swedish Allsvenskan,Eritrea,67.45
197655,S. Coates,CB,DEF,83,Sporting CP,Portuguese Liga ZON SAGRES,Uruguay,67.44999999999999
211108,Fei Nanduo,RM,MID,76,Guangzhou FC,Chinese Super League,China PR,67.44999999999999
235670,R. Lundqvist,CM,MID,68,Panathinaikos FC,Greek Super League,Sweden,67.44999999999999
225187,P. van Amersfoort,CAM,MID,67,Cracovia,Polish T-Mobile Ekstraklasa,Netherlands,67.44999999999999
212187,P. Max,LB,DEF,80,PSV,Holland Eredivisie,Germany,67.4
224574,O. Pineda,RM,MID,77,Cruz Azul,Mexican Liga MX,Mexico,67.4
191173,A. Bedoya,CM,MID,73,Philadelphia Union,USA Major League Soccer,United States,67.4
193077,D. Falcinelli,ST,FWD,70,Bologna,Italian Serie A,Italy,67.4
241850,M. Retegui,ST,FWD,69,Club Atlético Talleres,Argentina Primera División,Argentina,67.4
234007,Claudio Mouria,CAM,MID,67,Santos,Campeonato Brasileiro Série A,Brazil,67.4
239191,S. Demhasaj,ST,FWD,66,Grasshopper Club Zürich,Swiss Super League,Kosovo,67.4
210703,L. Đorđević,ST,FWD,70,Vejle Boldklub,Danish Superliga,Montenegro,67.39999999999999
215374,S. Hogan,ST,FWD,69,Birmingham City,English League Championship,Republic of Ireland,67.39999999999999
224201,R. Aguirre,ST,FWD,69,Club Necaxa,Mexican Liga MX,Uruguay,67.39999999999999
215081,G. Hachen,ST,FWD,68,Defensa y Justicia,Argentina Primera División,Argentina,67.39999999999999
210439,K. Boutaïb,ST,FWD,67,Le Havre AC,French Ligue 2,Morocco,67.39999999999999
161805,V. Behrami,CDM,MID,73,Genoa,Italian Serie A,Switzerland,67.35000000000001
209618,F. Tardieu,CDM,MID,73,ESTAC Troyes,French Ligue 1,France,67.35000000000001
176062,S. Kljestan,CM,MID,69,LA Galaxy,USA Major League Soccer,United States,67.35000000000001
246438,N. Fujimoto,ST,FWD,67,Shimizu S-Pulse,Japanese J. League Division 1,Japan,67.35000000000001
252193,R. Ruiz,LM,MID,67,Atlético Tucumán,Argentina Primera División,Argentina,67.35000000000001
230457,Gabrisco Aníbal,CDM,MID,76,RB Bragantino,Campeonato Brasileiro Série A,Brazil,67.35
192350,J. Aquino,LM,MID,73,Tigres U.A.N.L.,Mexican Liga MX,Mexico,67.35
245228,F. Krüger,ST,FWD,73,DSC Arminia Bielefeld,German 1. Bundesliga,Germany,67.35
215965,C. Strandberg,ST,FWD,72,Al Hazem,Saudi Abdul L. Jameel League,Sweden,67.35
230988,F. Krovinović,CM,MID,72,Hajduk Split,Croatian Prva HNL,Croatia,67.35
177922,K. Grosicki,LM,MID,71,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,Poland,67.35
230786,Pepelu,CDM,MID,71,Levante Unión Deportiva,Spain Primera Division,Spain,67.35
173434,P. Barrera,RM,MID,70,Gallos Blancos de Querétaro,Mexican Liga MX,Mexico,67.35
190467,D. de Buen,CDM,MID,70,Puebla FC,Mexican Liga MX,Mexico,67.35
199266,Ji Dong Won,ST,FWD,69,FC Seoul,Korean K League 1,Korea Republic,67.35
248117,A. Ciobanu,CAM,MID,69,FC Farul Constanța,Romanian Liga I,Romania,67.35
231184,Guruzeta,ST,FWD,68,SD Amorebieta,Spanish Segunda División,Spain,67.35
256548,M. Grüll,ST,FWD,68,SK Rapid Wien,Austrian Football Bundesliga,Austria,67.35
216218,L. Shankland,ST,FWD,67,K Beerschot VA,Belgian Jupiler Pro League,Scotland,67.35
240940,R. de la Rosa,ST,FWD,67,Pachuca,Mexican Liga MX,Mexico,67.35
233879,D. Florea,ST,FWD,66,AFC Chindia Târgoviște,Romanian Liga I,Romania,67.35
253250,R. Redes,RW,FWD,66,Austin FC,USA Major League Soccer,Paraguay,67.35
219948,J. Cummings,ST,FWD,65,Dundee FC,Scottish Premiership,Scotland,67.35
260543,Y. Malede,ST,FWD,65,KAA Gent,Belgian Jupiler Pro League,Israel,67.35
206430,J. Pigott,ST,FWD,67,Ipswich Town,English League One,England,67.30000000000001
246669,B. Saka,RM,MID,80,Arsenal,English Premier League,England,67.3
230381,Kaimo Lima,CB,DEF,74,Fluminense,Campeonato Brasileiro Série A,Brazil,67.3
225182,J. Barrera,RM,MID,73,Atlético Nacional,Colombian Liga Postobón,Colombia,67.3
241115,R. Amaral,CAM,MID,71,Centro Atlético Fénix,Uruguayan Primera División,Uruguay,67.3
183422,J. Howson,CM,MID,70,Middlesbrough,English League Championship,England,67.3
224590,J. Benet,CM,MID,70,Amiens SC,French Ligue 2,France,67.3
255578,Júnior Santos,ST,FWD,70,Sanfrecce Hiroshima,Japanese J. League Division 1,Brazil,67.3
225939,J. George,CAM,MID,68,SSV Jahn Regensburg,German 2. Bundesliga,Germany,67.3
238882,Dani Ojeda,LM,MID,68,SD Ponferradina,Spanish Segunda División,Spain,67.3
228668,M. Taylor,ST,FWD,67,Oxford United,English League One,England,67.3
193166,G. Madrigal,ST,FWD,64,Gallos Blancos de Querétaro,Mexican Liga MX,Mexico,67.3
247851,Bruno Guimarães,CDM,MID,79,Olympique Lyonnais,French Ligue 1,Brazil,67.25
230189,Silas Almeim,LB,DEF,76,Ceará Sporting Club,Campeonato Brasileiro Série A,Brazil,67.25
246608,Fidalgo,LM,MID,72,Club América,Mexican Liga MX,Spain,67.25
258208,O. Lingr,CAM,MID,72,SK Slavia Praha,Czech Republic Gambrinus Liga,Czech Republic,67.25
221587,J. Lolley,RM,MID,71,Nottingham Forest,English League Championship,England,67.25
240332,Brenner,ST,FWD,71,FC Cincinnati,USA Major League Soccer,Brazil,67.25
243008,M. Trávník,CM,MID,71,Kasimpaşa SK,Turkish Süper Lig,Czech Republic,67.25
219525,E. Cerutti,RM,MID,70,San Lorenzo de Almagro,Argentina Primera División,Argentina,67.25
232884,S. Doi,CF,FWD,70,Kashima Antlers,Japanese J. League Division 1,Japan,67.25
192660,S. Polter,ST,FWD,69,VfL Bochum 1848,German 1. Bundesliga,Germany,67.25
213102,Arthur Caike,LM,MID,69,Kashima Antlers,Japanese J. League Division 1,Brazil,67.25
224890,Miguel Cardoso,LW,FWD,69,Yukatel Kayserispor,Turkish Süper Lig,Portugal,67.25
200521,T. Ince,RM,MID,68,Stoke City,English League Championship,England,67.25
196853,J. Sánchez,CAM,MID,67,FBC Melgar,Peruvian Primera División,Peru,67.25
201403,Álvaro Vázquez,ST,FWD,67,Kerala Blasters FC,Indian Super League,Spain,67.25
251914,Simón Moreno,ST,FWD,67,CD Mirandés,Spanish Segunda División,Spain,67.25
190577,S. Blanco,LM,MID,77,Portland Timbers,USA Major League Soccer,Argentina,67.2
225926,Pere Milla,ST,FWD,74,Elche CF,Spain Primera Division,Spain,67.2
192612,M. Jajalo,CDM,MID,73,Udinese Calcio,Italian Serie A,Bosnia and Herzegovina,67.2
193485,Á. Peña,CAM,MID,72,Deportivo La Guaira FC,Venezuelan Primera División,Venezuela,67.2
231138,C. Bassogog,ST,FWD,72,Shanghai Shenhua FC,Chinese Super League,Cameroon,67.2
250835,M. Noubissi,ST,FWD,69,K Beerschot VA,Belgian Jupiler Pro League,Cameroon,67.2
179665,A. Pilkington,RM,MID,68,Fleetwood Town,English League One,Republic of Ireland,67.2
218341,J. Elez,CB,DEF,68,Hajduk Split,Croatian Prva HNL,Croatia,67.2
208374,A. Wooten,ST,FWD,67,VfL Osnabrück,German 3. Bundesliga,United States,67.2
235537,E. Sánchez,CM,MID,67,Pachuca,Mexican Liga MX,Mexico,67.2
254320,Jorge Padilla,ST,FWD,67,Levante Unión Deportiva,Spain Primera Division,Spain,67.2
232627,H. Goya,ST,FWD,66,Oita Trinita,Japanese J. League Division 1,Japan,67.2
240801,L. Amarilla,ST,FWD,69,LDU Quito,Ecuadorian Serie A,Paraguay,67.19999999999999
199215,A. Gorgon,CAM,MID,67,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,Austria,67.19999999999999
222081,N. Sandberg,RM,MID,67,FK Haugesund,Norwegian Eliteserien,Norway,67.19999999999999
222944,Pablo Pérez,CAM,MID,67,Real Sporting de Gijón,Spanish Segunda División,Spain,67.19999999999999
238616,Pedro Neto,LW,FWD,78,Wolverhampton Wanderers,English Premier League,Portugal,67.15
246104,R. Gravenberch,CM,MID,78,Ajax,Holland Eredivisie,Netherlands,67.15
248243,E. Camavinga,CM,MID,78,Real Madrid CF,Spain Primera Division,France,67.15
238744,W. McKennie,CM,MID,77,Juventus,Italian Serie A,United States,67.15
202858,F. Castillo,ST,FWD,75,Fútbol Club Juárez,Mexican Liga MX,Colombia,67.15
237960,Mama Baldé,ST,FWD,75,ESTAC Troyes,French Ligue 1,Guinea Bissau,67.15
243231,E. Mwepu,CM,MID,75,Brighton & Hove Albion,English Premier League,Zambia,67.15
190156,Rubén Pérez,CM,MID,74,Panathinaikos FC,Greek Super League,Spain,67.15
217714,P. Arriola,RM,MID,73,D.C. United,USA Major League Soccer,United States,67.15
230364,Neviano Neves,CM,MID,73,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,Brazil,67.15
241750,S. Bguir,CAM,MID,72,Abha Club,Saudi Abdul L. Jameel League,Tunisia,67.15
252038,Romário Baró,RM,MID,72,Estoril Praia,Portuguese Liga ZON SAGRES,Portugal,67.15
233795,B. Brereton Díaz,LW,FWD,71,Blackburn Rovers,English League Championship,Chile,67.15
211339,R. Cardozo,LM,MID,70,Club The Strongest,Liga de Fútbol Profesional Boliviano,Bolivia,67.15
212790,J. Thiaré,ST,FWD,69,Le Havre AC,French Ligue 2,Senegal,67.15
156221,C. Săpunaru,CB,DEF,68,Rapid București,Romanian Liga I,Romania,67.15
233254,S. Akasaki,ST,FWD,65,Vegalta Sendai,Japanese J. League Division 1,Japan,67.15
255224,S. Zobo,ST,FWD,58,Toulouse Football Club,French Ligue 2,Cameroon,67.15
202078,D. Nagbe,CDM,MID,74,Columbus Crew,USA Major League Soccer,United States,67.14999999999999
143699,G. Gönül,RB,DEF,72,Çaykur Rizespor,Turkish Süper Lig,Turkey,67.14999999999999
195838,Crivellaro,CAM,MID,69,Chennaiyin FC,Indian Super League,Brazil,67.14999999999999
239393,D. Frieser,RW,FWD,69,Barnsley,English League Championship,Austria,67.14999999999999
226507,J. Yates,ST,FWD,68,Blackpool,English League Championship,England,67.14999999999999
261381,L. García,CAM,MID,68,Carlos A. Mannucci,Peruvian Primera División,Peru,67.14999999999999
262800,M. Emreli,ST,FWD,68,Legia Warszawa,Polish T-Mobile Ekstraklasa,Azerbaijan,67.14999999999999
251399,L. Kambole,ST,FWD,65,Kaizer Chiefs,South African Premier Division,Zambia,67.14999999999999
258185,Luis Carbonell,ST,FWD,63,Real Madrid CF,Spain Primera Division,Spain,67.14999999999999
262490,Koldo Obieta,ST,FWD,63,SD Amorebieta,Spanish Segunda División,Spain,67.14999999999999
236699,S. Lukić,CM,MID,75,Torino F.C.,Italian Serie A,Serbia,67.10000000000001
255169,J. Recalde,ST,FWD,69,Club Olimpia,Paraguayan Primera División,Paraguay,67.10000000000001
237626,Y. Neyou,CDM,MID,75,AS Saint-Étienne,French Ligue 1,Cameroon,67.1
204612,O. Selnæs,CM,MID,74,Hebei FC,Chinese Super League,Norway,67.1
239978,D. Man,RW,FWD,74,Parma,Italian Serie B,Romania,67.1
220782,M. Ilaimaharitra,CDM,MID,73,Royal Charleroi S.C.,Belgian Jupiler Pro League,Madagascar,67.1
234870,E. Karaca,RM,MID,73,Aytemiz Alanyaspor,Turkish Süper Lig,Turkey,67.1
241923,Vagner,ST,FWD,71,FC Sion,Swiss Super League,Cape Verde Islands,67.1
230443,Ansel Barni,CDM,MID,70,Fortaleza,Campeonato Brasileiro Série A,Brazil,67.1
230522,Nascimentardo,CAM,MID,70,Ceará Sporting Club,Campeonato Brasileiro Série A,Brazil,67.1
239708,M. Raguž,ST,FWD,70,LASK Linz,Austrian Football Bundesliga,Austria,67.1
234017,Allan Ardaújo,CAM,MID,69,Associação Chapecoense de Futebol,Campeonato Brasileiro Série A,Brazil,67.1
176403,Lee Keun Ho,CAM,MID,68,Daegu FC,Korean K League 1,Korea Republic,67.1
242406,André Clóvis,ST,FWD,68,Estoril Praia,Portuguese Liga ZON SAGRES,Brazil,67.1
247086,L. Prip,CF,FWD,68,Aalborg BK,Danish Superliga,Denmark,67.1
158293,Zheng Zhi,CDM,MID,67,Guangzhou FC,Chinese Super League,China PR,67.1
244023,H. Mörschel,CAM,MID,67,SG Dynamo Dresden,German 2. Bundesliga,Dominican Republic,67.1
259779,O. Noronha,ST,FWD,66,Carlos A. Mannucci,Peruvian Primera División,Peru,67.1
225998,A. McEneff,CM,MID,65,Heart of Midlothian,Scottish Premiership,Republic of Ireland,67.1
233570,C. Algarañaz,ST,FWD,63,Club Always Ready,Liga de Fútbol Profesional Boliviano,Bolivia,67.1
178421,C. Cortés,CM,MID,65,Club Deportivo Palestino,Chilian Campeonato Nacional,Chile,67.05000000000001
189280,A. Westwood,CDM,MID,78,Burnley,English Premier League,England,67.05
234128,Luiz Araújo,RM,MID,77,Atlanta United,USA Major League Soccer,Brazil,67.05
189177,J. Fleck,CM,MID,75,Sheffield United,English League Championship,Scotland,67.05
229749,A. Barboza,CB,DEF,75,Club Libertad,Paraguayan Primera División,Argentina,67.05
216682,D. Hotto,LW,FWD,72,Orlando Pirates,South African Premier Division,Namibia,67.05
188154,L. Holtby,CM,MID,71,Holstein Kiel,German 2. Bundesliga,Germany,67.05
203782,A. Benali,CM,MID,71,Crotone,Italian Serie B,Libya,67.05
226811,F. Soldano,ST,FWD,71,CF Fuenlabrada,Spanish Segunda División,Argentina,67.05
192074,Cristóbal,CDM,MID,70,CF Fuenlabrada,Spanish Segunda División,Spain,67.05
211239,C. Jean,ST,FWD,70,Racing Club de Lens,French Ligue 1,France,67.05
169317,T. Elyounoussi,ST,FWD,68,Shonan Bellmare,Japanese J. League Division 1,Norway,67.05
189511,Sergio Busquets,CDM,MID,86,FC Barcelona,Spain Primera Division,Spain,67.0
221697,O. Watkins,ST,FWD,78,Aston Villa,English Premier League,England,67.0
241096,S. Tonali,CDM,MID,77,AC Milan,Italian Serie A,Italy,67.0
210602,S. Al Dawsari,LM,MID,76,Al Hilal,Saudi Abdul L. Jameel League,Saudi Arabia,67.0
252084,Marcos André,ST,FWD,75,Valencia CF,Spain Primera Division,Brazil,67.0
225646,C. Mayada,RB,DEF,74,Club Libertad,Paraguayan Primera División,Uruguay,67.0
205551,Álvaro Lemos,RB,DEF,72,Unión Deportiva Las Palmas,Spanish Segunda División,Spain,67.0
238274,F. Coman,LW,FWD,72,FCSB (Steaua),Romanian Liga I,Romania,67.0
139064,L. Ponzio,CDM,MID,71,River Plate,Argentina Primera División,Argentina,67.0
186274,K. Rausch,LB,DEF,71,1. FC Nürnberg,German 2. Bundesliga,Russia,67.0
108061,R. Ziegler,CB,DEF,69,FC Lugano,Swiss Super League,Switzerland,67.0
244213,Jorge Félix,ST,FWD,69,Demir Grup Sivasspor,Turkish Süper Lig,Spain,67.0
182409,Zhang Chengdong,RB,DEF,68,Hebei FC,Chinese Super League,China PR,67.0
214915,C. Sepúlveda,CDM,MID,68,CD Huachipato,Chilian Campeonato Nacional,Chile,67.0
238989,R. Rep,CAM,MID,68,Sepsi OSK Sf. Gheorghe,Romanian Liga I,Slovenia,67.0
257566,Pablo Moreno,ST,FWD,68,Girona FC,Spanish Segunda División,Spain,67.0
183544,G. Burke,RW,FWD,66,Shamrock Rovers,Rep. Ireland Airtricity League,Republic of Ireland,67.0
226766,Daniel Podence,LW,FWD,78,Wolverhampton Wanderers,English Premier League,Portugal,66.99999999999999
246708,G. Masouras,RM,MID,76,Olympiacos CFP,Greek Super League,Greece,66.99999999999999
239782,B. Acosta,CM,MID,71,FC Dallas,USA Major League Soccer,Honduras,66.99999999999999
214998,M. Bogado,CDM,MID,70,Platense,Argentina Primera División,Argentina,66.99999999999999
230431,Sidney Pessinho,CDM,MID,77,Internacional,Campeonato Brasileiro Série A,Brazil,66.95
221740,E. Crivelli,ST,FWD,72,Antalyaspor,Turkish Süper Lig,France,66.95
202530,Álvaro Rey,RW,FWD,70,Club Bolívar,Liga de Fútbol Profesional Boliviano,Spain,66.95
231949,S. Ghoddos,CAM,MID,70,Brentford,English Premier League,Iran,66.95
227622,S. Spierings,CM,MID,69,Toulouse Football Club,French Ligue 2,Netherlands,66.95
215355,F. Curuchet,ST,FWD,68,Platense,Argentina Primera División,Argentina,66.95
202375,D. Offenbacher,CM,MID,66,SV Ried,Austrian Football Bundesliga,Austria,66.95
230483,Jacson Zonta,CAM,MID,72,Juventude,Campeonato Brasileiro Série A,Brazil,66.94999999999999
190589,S. Hierländer,RM,MID,70,SK Sturm Graz,Austrian Football Bundesliga,Austria,66.94999999999999
257620,D. Hugi,LM,MID,67,Wisła Kraków,Polish T-Mobile Ekstraklasa,Israel,66.94999999999999
208675,T. Watt,ST,FWD,65,Motherwell,Scottish Premiership,Scotland,66.94999999999999
184881,S. Feghouli,RM,MID,75,Galatasaray SK,Turkish Süper Lig,Algeria,66.9
183332,F. Bartels,RW,FWD,74,Holstein Kiel,German 2. Bundesliga,Germany,66.9
198077,P. Herrmann,RM,MID,74,Borussia Mönchengladbach,German 1. Bundesliga,Germany,66.9
190782,Sandro,CDM,MID,73,Belenenses SAD,Portuguese Liga ZON SAGRES,Brazil,66.9
181236,Fernando Boldrin,CAM,MID,72,Çaykur Rizespor,Turkish Süper Lig,Brazil,66.9
