sofifa_id,short_name,primary_position,overall,club_name,league_name,nationality_name,GPS
193336,V. Belec,GK,73,US Salernitana 1919,Italian Serie A,Slovenia,72.35000000000001
200463,T. Melia,GK,73,Sporting Kansas City,USA Major League Soccer,United States,72.35000000000001
204513,M. Dupé,GK,72,Toulouse Football Club,French Ligue 2,France,72.35000000000001
234341,İ. Eğribayat,GK,72,Göztepe SK,Turkish Süper Lig,Turkey,72.35
237419,A. Abedzadeh,GK,73,SD Ponferradina,Spanish Segunda División,Iran,72.30000000000001
202873,K. Müller,GK,72,1. FC Heidenheim 1846,German 2. Bundesliga,Germany,72.30000000000001
221584,J. Rinne,GK,73,Aalborg BK,Danish Superliga,Sweden,72.25000000000001
213732,A. Selikhov,GK,72,Spartak Moskva,Russian Premier League,Russia,72.25000000000001
258390,I. Grbić,GK,73,LOSC Lille,French Ligue 1,Croatia,72.20000000000002
176630,Marco Pereira,GK,73,Santa Clara,Portuguese Liga ZON SAGRES,Portugal,72.2
193512,M. Heča,GK,73,AC Sparta Praha,Czech Republic Gambrinus Liga,Czech Republic,72.2
194730,Juan Carlos,GK,73,Girona FC,Spanish Segunda División,Spain,72.2
222411,J. Prior,GK,72,FC Cartagena,Spanish Segunda División,France,72.2
228616,D. Bertaud,GK,72,Montpellier Hérault SC,French Ligue 1,France,72.2
229091,B. Peacock-Farrell,GK,72,Sheffield Wednesday,English League One,Northern Ireland,72.15
251673,Ž. Živković,GK,72,PAOK,Greek Super League,Serbia,72.15
222546,L. Zingerle,GK,72,SC Paderborn 07,German 2. Bundesliga,Germany,72.14999999999999
230324,Adrian Scitto,GK,74,Grêmio,Campeonato Brasileiro Série A,Brazil,72.10000000000001
205288,Fernando,GK,73,Unión Deportiva Almería,Spanish Segunda División,Spain,72.05000000000001
241976,Tiago Sá,GK,72,SC Braga,Portuguese Liga ZON SAGRES,Portugal,72.05
192922,O. Jiménez,GK,73,Club América,Mexican Liga MX,Mexico,72.0
210358,A. Brignoli,GK,73,Panathinaikos FC,Greek Super League,Italy,72.0
142962,E. Bologna,GK,72,River Plate,Argentina Primera División,Argentina,72.0
205812,P. Terracciano,GK,71,Fiorentina,Italian Serie A,Italy,71.95
226285,R. Gudiño,GK,72,Club Deportivo Guadalajara,Mexican Liga MX,Mexico,71.9
239358,S. Dieng,GK,72,Queens Park Rangers,English League Championship,Senegal,71.9
177723,Fabricio,GK,73,Fulham,English League Championship,Spain,71.85000000000001
177299,A. Gabbarini,GK,72,LDU Quito,Ecuadorian Serie A,Argentina,71.85000000000001
216325,A. Gunn,GK,72,Norwich City,English Premier League,England,71.85000000000001
247072,K. Eissa,GK,70,Al Ain FC,UAE Arabian Gulf League,United Arab Emirates,71.85000000000001
250939,D. Stipica,GK,71,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,Croatia,71.85
243573,A. Racioppi,GK,70,Dijon FCO,French Ligue 2,Switzerland,71.85
162297,D. Padelli,GK,73,Udinese Calcio,Italian Serie A,Italy,71.80000000000001
189061,S. Burchert,GK,72,SpVgg Greuther Fürth,German 1. Bundesliga,Germany,71.80000000000001
184436,A. Smithies,GK,72,Cardiff City,English League Championship,England,71.7
228505,P. Pentz,GK,72,FK Austria Wien,Austrian Football Bundesliga,Austria,71.7
234054,C. Cáceda,GK,72,FBC Melgar,Peruvian Primera División,Peru,71.7
192297,G. Arlauskis,GK,71,CFR Cluj,Romanian Liga I,Lithuania,71.7
192009,J. Rodríguez,GK,70,Club Deportivo Guadalajara,Mexican Liga MX,Mexico,71.7
188400,T. Kaminski,GK,73,Blackburn Rovers,English League Championship,Belgium,71.65
225149,J. Butez,GK,72,Royal Antwerp FC,Belgian Jupiler Pro League,France,71.65
185181,Yoel,GK,73,SD Eibar,Spanish Segunda División,Spain,71.64999999999999
222464,Sivera,GK,72,Deportivo Alavés,Spain Primera Division,Spain,71.60000000000001
182043,Zeng Cheng,GK,71,Shanghai Shenhua FC,Chinese Super League,China PR,71.60000000000001
210923,M. Al Owais,GK,70,Al Ahli,Saudi Abdul L. Jameel League,Saudi Arabia,71.60000000000001
229541,Á. Montero,GK,72,Club Deportes Tolima,Colombian Liga Postobón,Colombia,71.6
250753,A. Trubin,GK,72,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,71.6
171146,R. M'Bolhi,GK,71,Ettifaq FC,Saudi Abdul L. Jameel League,Algeria,71.6
243538,K. Letica,GK,70,Club Brugge KV,Belgian Jupiler Pro League,Croatia,71.6
200698,N. Marsman,GK,71,Inter Miami CF,USA Major League Soccer,Netherlands,71.55000000000001
239272,V. Barkas,GK,72,Celtic,Scottish Premiership,Greece,71.55
253012,L. Morales,GK,72,Club Atlético Lanús,Argentina Primera División,Argentina,71.55
224440,J. Pollersbeck,GK,71,Olympique Lyonnais,French Ligue 1,Germany,71.55
193277,J. Siebenhandl,GK,72,SK Sturm Graz,Austrian Football Bundesliga,Austria,71.50000000000001
149258,A. Cordaz,GK,72,Inter,Italian Serie A,Italy,71.5
193870,Pedro Trigueira,GK,72,CD Tondela,Portuguese Liga ZON SAGRES,Portugal,71.5
162220,S. Bolat,GK,73,KAA Gent,Belgian Jupiler Pro League,Turkey,71.45
227819,Samuel Portugal,GK,71,Portimonense SC,Portuguese Liga ZON SAGRES,Brazil,71.45
168354,E. Viviano,GK,72,Fatih Karagümrük S.K.,Turkish Süper Lig,Italy,71.4
240225,M. Safonov,GK,72,,,Russia,71.4
220058,D. Phillips,GK,71,Cardiff City,English League Championship,England,71.4
242879,M. Vandevoordt,GK,71,KRC Genk,Belgian Jupiler Pro League,Belgium,71.4
172198,J. Moulin,GK,71,ESTAC Troyes,French Ligue 1,France,71.39999999999999
209987,M. Schuhen,GK,71,SV Darmstadt 98,German 2. Bundesliga,Germany,71.35000000000001
227497,M. Fraisl,GK,71,FC Schalke 04,German 2. Bundesliga,Austria,71.35000000000001
204549,D. Roef,GK,71,KAA Gent,Belgian Jupiler Pro League,Belgium,71.35
189430,S. Colombi,GK,70,Parma,Italian Serie B,Italy,71.30000000000001
215417,C. Mathenia,GK,70,1. FC Nürnberg,German 2. Bundesliga,Germany,71.3
241790,A. Beiranvand,GK,70,Boavista FC,Portuguese Liga ZON SAGRES,Iran,71.3
192317,J. Steer,GK,72,Aston Villa,English Premier League,England,71.25000000000001
190669,O. Jansson,GK,71,IFK Norrköping,Swedish Allsvenskan,Sweden,71.25000000000001
211908,G. Güvenç,GK,71,Gazişehir Gaziantep F.K.,Turkish Süper Lig,Turkey,71.25
229956,L. Zigi,GK,70,FC St. Gallen 1879,Swiss Super League,Ghana,71.25
234999,Jean,GK,71,Club Cerro Porteño,Paraguayan Primera División,Brazil,71.2
225282,J. Devecchi,GK,70,Club Atlético Aldosivi,Argentina Primera División,Argentina,71.2
230176,Sacramentinho,GK,72,Clube Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,71.19999999999999
176994,R. Gurtner,GK,72,Amiens SC,French Ligue 2,France,71.15
224442,B. Kamara,GK,71,RC Strasbourg Alsace,French Ligue 1,Senegal,71.15
232350,J. Posavec,GK,70,Hajduk Split,Croatian Prva HNL,Croatia,71.15
219637,Cantero,GK,72,SD Eibar,Spanish Segunda División,Spain,71.14999999999999
188524,V. Babacan,GK,71,İstanbul Başakşehir FK,Turkish Süper Lig,Turkey,71.10000000000001
251292,F. Kastenmeier,GK,71,Fortuna Düsseldorf,German 2. Bundesliga,Germany,71.10000000000001
236823,I. Pettersson,GK,70,Toulouse Football Club,French Ligue 2,Sweden,71.10000000000001
227186,A. Batalla,GK,71,San Lorenzo de Almagro,Argentina Primera División,Argentina,71.1
242514,F. Plach,GK,71,Piast Gliwice,Polish T-Mobile Ekstraklasa,Slovakia,71.1
242818,F. Dahmen,GK,70,1. FSV Mainz 05,German 1. Bundesliga,Germany,71.1
172553,J. Lössl,GK,72,FC Midtjylland,Danish Superliga,Denmark,71.05000000000001
219584,L. Lezzerini,GK,70,Venezia FC,Italian Serie A,Italy,71.05000000000001
238674,K. Broll,GK,69,SG Dynamo Dresden,German 2. Bundesliga,Germany,71.05000000000001
142721,M. Barovero,GK,71,Club Atlético de San Luis,Mexican Liga MX,Argentina,71.05
211033,L. García,GK,70,Deportivo Toluca,Mexican Liga MX,Mexico,71.05
211946,M. Kolke,GK,70,F.C. Hansa Rostock,German 2. Bundesliga,Germany,71.05
217813,G. Lajud,GK,70,Santos Laguna,Mexican Liga MX,Mexico,71.05
220314,O. Marciano,GK,70,Feyenoord,Holland Eredivisie,Israel,71.00000000000001
199904,J. Joronen,GK,72,,,Finland,71.0
158777,P. Tschauner,GK,71,RB Leipzig,German 1. Bundesliga,Germany,71.0
212197,D. Heuer Fernandes,GK,71,Hamburger SV,German 2. Bundesliga,Portugal,71.0
257288,M. Okoye,GK,71,Sparta Rotterdam,Holland Eredivisie,Nigeria,70.95000000000002
143598,L. Pocrnjic,GK,71,Club Atlético Aldosivi,Argentina Primera División,Argentina,70.95
204246,M. Bettinelli,GK,71,Chelsea,English Premier League,England,70.95
206307,J. Frick,GK,71,Servette FC,Swiss Super League,Switzerland,70.95
240091,G. Vicario,GK,71,Empoli,Italian Serie A,Italy,70.95
245370,E. Destanoğlu,GK,72,Beşiktaş JK,Turkish Süper Lig,Turkey,70.9
177621,F. Rodríguez,GK,71,Fútbol Club Juárez,Mexican Liga MX,Mexico,70.9
192397,Rafael,GK,71,Reading,English League Championship,Brazil,70.9
182270,W. Sandilands,GK,71,Orlando Pirates,South African Premier Division,South Africa,70.89999999999999
214983,M. Ibáñez,GK,72,Patronato,Argentina Primera División,Argentina,70.85000000000001
229542,A. Desmas,GK,72,Clermont Foot 63,French Ligue 1,France,70.85000000000001
230185,Túlio Changas,GK,72,Palmeiras,Campeonato Brasileiro Série A,Brazil,70.85000000000001
178566,J. García,GK,71,Boca Juniors,Argentina Primera División,Argentina,70.8
208507,Dani Barrio,GK,71,Málaga CF,Spanish Segunda División,Spain,70.8
155871,B. Białkowski,GK,72,Millwall,English League Championship,Poland,70.75
213573,M. Gersbeck,GK,72,Karlsruher SC,German 2. Bundesliga,Germany,70.75
235413,R. Majecki,GK,71,AS Monaco,French Ligue 1,Poland,70.75
250797,P. Ortíz,GK,71,CS Emelec,Ecuadorian Serie A,Ecuador,70.75
182435,M. Langerak,GK,70,Nagoya Grampus,Japanese J. League Division 1,Australia,70.75
230175,Freder Cabral,GK,73,Clube Atlético Mineiro,Campeonato Brasileiro Série A,Brazil,70.7
186990,H. González,GK,72,Fútbol Club Juárez,Mexican Liga MX,Mexico,70.7
244987,M. Álvarez,GK,70,Club Atlético Independiente,Argentina Primera División,Argentina,70.7
186680,Raúl Fernández,GK,71,Unión Deportiva Las Palmas,Spanish Segunda División,Spain,70.69999999999999
156483,C. Lucchetti,GK,72,Atlético Tucumán,Argentina Primera División,Argentina,70.65
178283,R. Boffin,GK,71,Antalyaspor,Turkish Süper Lig,Belgium,70.65
208719,P. Kühn,GK,70,VfL Osnabrück,German 3. Bundesliga,Germany,70.65
223686,T. Wellenreuther,GK,70,Willem II,Holland Eredivisie,Germany,70.65
246806,Park Il Gyu,GK,68,Sagan Tosu,Japanese J. League Division 1,Korea Republic,70.65
213729,S. Rossbach,GK,70,Odds BK,Norwegian Eliteserien,Norway,70.64999999999999
241119,Dani Martín,GK,71,Málaga CF,Spanish Segunda División,Spain,70.60000000000001
198039,M. Gillespie,GK,70,Newcastle United,English Premier League,England,70.60000000000001
234790,Juan Soriano,GK,70,CD Tenerife,Spanish Segunda División,Spain,70.60000000000001
214415,E. Chaux,GK,70,Junior FC,Colombian Liga Postobón,Colombia,70.6
214373,A. Silva,GK,71,Puebla FC,Mexican Liga MX,Paraguay,70.55000000000001
201936,Kim Jin Hyeon,GK,70,Cerezo Osaka,Japanese J. League Division 1,Korea Republic,70.55000000000001
216750,P. Carlgren,GK,71,Randers FC,Danish Superliga,Sweden,70.55
229255,Charles,GK,70,FC Vizela,Portuguese Liga ZON SAGRES,Brazil,70.50000000000001
251503,Mateus Pasinato,GK,72,Moreirense FC,Portuguese Liga ZON SAGRES,Brazil,70.45
254714,J. Espínola,GK,70,Godoy Cruz,Argentina Primera División,Paraguay,70.45
211398,M. Caillard,GK,69,FC Metz,French Ligue 1,France,70.45
185427,Ø. Nyland,GK,71,AFC Bournemouth,English League Championship,Norway,70.4
156253,J. Lewis,GK,70,Aberdeen,Scottish Premiership,England,70.4
190435,Tomeu Nadal,GK,70,Real Oviedo,Spanish Segunda División,Spain,70.4
228383,K. Grabara,GK,70,F.C. København,Danish Superliga,Poland,70.4
234383,M. Schubert,GK,69,Vitesse,Holland Eredivisie,Germany,70.4
202810,S. McDermott,GK,70,Kristiansund BK,Norwegian Eliteserien,Republic of Ireland,70.35000000000001
204842,Y. Brecher,GK,70,FC Zürich,Swiss Super League,Switzerland,70.35000000000001
203004,Yang Han Been,GK,69,FC Seoul,Korean K League 1,Korea Republic,70.35000000000001
182224,Wang Dalei,GK,71,Shandong Taishan,Chinese Super League,China PR,70.35
200715,A. Davies,GK,71,Stoke City,English League Championship,Wales,70.35
230315,Ailton Cardenhas,GK,71,Santos,Campeonato Brasileiro Série A,Brazil,70.35
222900,W. Hahn,GK,69,Go Ahead Eagles,Holland Eredivisie,Suriname,70.35
167435,O. Ustari,GK,72,Pachuca,Mexican Liga MX,Argentina,70.3
224041,M. Schwäbe,GK,71,1. FC Köln,German 1. Bundesliga,Germany,70.3
110974,Riesgo,GK,71,CD Leganés,Spanish Segunda División,Spain,70.25
200798,Marafona,GK,71,Aytemiz Alanyaspor,Turkish Süper Lig,Portugal,70.25
251511,M. Zeghba,GK,70,Damac FC,Saudi Abdul L. Jameel League,Algeria,70.25
185405,D. Kuciak,GK,69,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,Slovakia,70.20000000000002
165247,I. Khune,GK,71,Kaizer Chiefs,South African Premier Division,South Africa,70.2
163600,J. Ruddy,GK,70,Wolverhampton Wanderers,English Premier League,England,70.2
199417,H. Tekin,GK,70,Kasimpaşa SK,Turkish Süper Lig,Turkey,70.2
229692,J. Huth,GK,70,SC Paderborn 07,German 2. Bundesliga,Germany,70.2
240311,L. Zidane,GK,70,Rayo Vallecano,Spain Primera Division,France,70.2
105846,A. Boruc,GK,70,Legia Warszawa,Polish T-Mobile Ekstraklasa,Poland,70.10000000000001
190769,E. Lamanna,GK,70,AC Monza,Italian Serie B,Italy,70.10000000000001
232654,L. Malagón,GK,70,Club Necaxa,Mexican Liga MX,Mexico,70.10000000000001
230164,Luciano Cacheira,GK,69,Fortaleza,Campeonato Brasileiro Série A,Brazil,70.10000000000001
233999,Jairo Farnias,GK,70,Internacional,Campeonato Brasileiro Série A,Brazil,70.1
184781,D. Petrić,GK,69,FC Nantes,French Ligue 1,Serbia,70.1
197851,A. Hayashi,GK,69,FC Tokyo,Japanese J. League Division 1,Japan,70.1
220820,M. Diaw,GK,70,FC Lausanne-Sport,Swiss Super League,France,70.05000000000001
246398,S. Rojas,GK,70,Club Nacional,Paraguayan Primera División,Paraguay,70.05000000000001
214730,I. González,GK,69,CD Antofagasta,Chilian Campeonato Nacional,Chile,70.05000000000001
204966,Adrián Ortolá,GK,70,Girona FC,Spanish Segunda División,Spain,70.05
228410,D. Iversen,GK,70,Preston North End,English League Championship,Denmark,70.05
222572,Iván Villar,GK,71,CD Leganés,Spanish Segunda División,Spain,70.0
233975,Caio Padricio,GK,69,Atlético Clube Goianiense,Campeonato Brasileiro Série A,Brazil,70.0
263139,D. Greif,GK,72,RCD Mallorca,Spain Primera Division,Slovakia,69.95
194934,Dani Jiménez,GK,70,AD Alcorcón,Spanish Segunda División,Spain,69.95
234779,Caro,GK,70,Burgos CF,Spanish Segunda División,Spain,69.95
248091,D. Lazar,GK,70,Universitatea Craiova,Romanian Liga I,Romania,69.9
247228,D. St. Clair,GK,68,Minnesota United FC,USA Major League Soccer,Canada,69.9
219836,Rubén Yáñez,GK,70,Getafe CF,Spain Primera Division,Spain,69.85
178571,Bracali,GK,71,Boavista FC,Portuguese Liga ZON SAGRES,Brazil,69.80000000000001
223709,A. Vural,GK,69,Demir Grup Sivasspor,Turkish Süper Lig,Turkey,69.8
219937,N. Körber,GK,68,Hertha BSC,German 1. Bundesliga,Germany,69.8
179547,V. Mannone,GK,70,AS Monaco,French Ligue 1,Italy,69.75
189357,C. Toselli,GK,70,Club Deportivo Palestino,Chilian Campeonato Nacional,Chile,69.75
242084,Carlos Miguel,GK,69,New York Red Bulls,USA Major League Soccer,Brazil,69.75
230169,Vítor Angulho,GK,70,Fortaleza,Campeonato Brasileiro Série A,Brazil,69.7
236758,O. Christensen,GK,70,Hertha BSC,German 1. Bundesliga,Denmark,69.7
242934,B. Petersen,GK,70,Kaizer Chiefs,South African Premier Division,South Africa,69.7
238503,L. Weinkauf,GK,69,MSV Duisburg,German 3. Bundesliga,Germany,69.7
191655,Kim Seung Gyu,GK,69,Kashiwa Reysol,Japanese J. League Division 1,Korea Republic,69.69999999999999
196316,B. Maubleu,GK,71,Grenoble Foot 38,French Ligue 2,France,69.65
206561,C. Walton,GK,70,Ipswich Town,English League One,England,69.65
236649,Y. van Osch,GK,70,Fortuna Sittard,Holland Eredivisie,Netherlands,69.65
241050,A. Meyer,GK,70,SSV Jahn Regensburg,German 2. Bundesliga,Germany,69.65
244584,O. Shevchenko,GK,70,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,69.65
235740,A. Paleari,GK,70,Benevento,Italian Serie B,Italy,69.6
202910,D. Mitov Nilsson,GK,69,IK Sirius,Swedish Allsvenskan,North Macedonia,69.6
193182,W. Foderingham,GK,70,Sheffield United,English League Championship,England,69.55000000000001
205386,G. Hubert,GK,69,KV Oostende,Belgian Jupiler Pro League,Belgium,69.55
211299,K. Roos,GK,69,Derby County,English League Championship,Netherlands,69.55
169404,J. Fejzić,GK,68,Eintracht Braunschweig,German 3. Bundesliga,Bosnia and Herzegovina,69.55
184630,L. Daniels,GK,68,Middlesbrough,English League Championship,England,69.55
164484,J. Dahlin,GK,71,Malmö FF,Swedish Allsvenskan,Sweden,69.5
205530,M. Pigliacelli,GK,71,Universitatea Craiova,Romanian Liga I,Italy,69.5
206145,B. Uphoff,GK,70,Sport-Club Freiburg,German 1. Bundesliga,Germany,69.5
217649,S. Gonda,GK,70,Shimizu S-Pulse,Japanese J. League Division 1,Japan,69.5
235925,G. Gómez,GK,69,Racing Club,Argentina Primera División,Argentina,69.5
193359,R. Romo,GK,68,Oud-Heverlee Leuven,Belgian Jupiler Pro League,Venezuela,69.5
182959,A. Hruška,GK,71,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,Czech Republic,69.45
233977,Eduardo Fonseira,GK,71,Sport Club Corinthians Paulista,Campeonato Brasileiro Série A,Brazil,69.45
148212,A. Rebrov,GK,70,Spartak Moskva,Russian Premier League,Russia,69.45
214190,L. Castellanos,GK,70,Club Independiente Santa Fe,Colombian Liga Postobón,Colombia,69.45
205759,D. Stojanović,GK,69,Middlesbrough,English League Championship,North Macedonia,69.45
219969,A. Vasyutin,GK,68,Djurgårdens IF,Swedish Allsvenskan,Russia,69.45
106795,G. Pegolo,GK,70,U.S. Sassuolo Calcio,Italian Serie A,Italy,69.4
209532,D. Bachmann,GK,70,Watford,English Premier League,Austria,69.4
140498,D. Marshall,GK,69,Derby County,English League Championship,Scotland,69.4
232107,E. Oelschlägel,GK,69,FC Utrecht,Holland Eredivisie,Germany,69.4
220383,Aarón,GK,70,Granada CF,Spain Primera Division,Spain,69.35000000000001
144172,S. Kırıntılı,GK,70,Aytemiz Alanyaspor,Turkish Süper Lig,Turkey,69.35
239816,N. Mantl,GK,70,FC Red Bull Salzburg,Austrian Football Bundesliga,Germany,69.35
216245,L. Cárdenas,GK,70,CF Monterrey,Mexican Liga MX,Mexico,69.30000000000001
230180,Adrizinho Bastos,GK,70,Cuiabá,Campeonato Brasileiro Série A,Brazil,69.30000000000001
228456,Juan Pérez,GK,69,CA Osasuna,Spain Primera Division,Spain,69.30000000000001
232441,M. Higashiguchi,GK,71,Gamba Osaka,Japanese J. League Division 1,Japan,69.3
233974,Nathael Silbeira,GK,71,Grêmio,Campeonato Brasileiro Série A,Brazil,69.3
217441,S. Makani,GK,68,Mjøndalen IF,Norwegian Eliteserien,Iran,69.25000000000001
251944,Joan Femenías,GK,68,Real Oviedo,Spanish Segunda División,Spain,69.25000000000001
222562,R. Rúnarsson,GK,70,Oud-Heverlee Leuven,Belgian Jupiler Pro League,Iceland,69.25
231237,P. Jensen,GK,70,AZ Alkmaar,Holland Eredivisie,Denmark,69.25
199574,A. Letellier,GK,69,Paris Saint-Germain,French Ligue 1,France,69.25
235840,M. Di Gregorio,GK,69,AC Monza,Italian Serie B,Italy,69.25
236613,L. Grill,GK,69,SK Brann,Norwegian Eliteserien,Germany,69.25
257827,M. Trmal,GK,69,Vitória de Guimarães,Portuguese Liga ZON SAGRES,Czech Republic,69.25
169181,K. Vermeer,GK,68,FC Cincinnati,USA Major League Soccer,Netherlands,69.25
221704,S. Román,GK,68,La Equidad,Colombian Liga Postobón,Colombia,69.25
142258,S. Bossut,GK,70,SV Zulte Waregem,Belgian Jupiler Pro League,Belgium,69.2
215213,A. Werner,GK,70,Elche CF,Spain Primera Division,Argentina,69.2
165735,B. Jones,GK,69,Perth Glory,Australian Hyundai A-League,Australia,69.2
252081,E. Kardeşler,GK,68,Trabzonspor,Turkish Süper Lig,Turkey,69.2
218298,S. Allagbé,GK,69,Valenciennes FC,French Ligue 2,Benin,69.15
231413,M. Verrips,GK,69,Sheffield United,English League Championship,Netherlands,69.15
178143,E. Birniçan,GK,67,İttifak Holding Konyaspor,Turkish Süper Lig,Turkey,69.15
239271,G. Anestis,GK,69,IFK Göteborg,Swedish Allsvenskan,Greece,69.10000000000001
184167,A. Moris,GK,69,Royale Union Saint-Gilloise,Belgian Jupiler Pro League,Luxembourg,69.1
225877,B. Medina,GK,69,Club Nacional,Paraguayan Primera División,Paraguay,69.1
235124,S. Jurado,GK,68,Cruz Azul,Mexican Liga MX,Mexico,69.1
204846,J. Blackman,GK,69,Los Angeles FC,USA Major League Soccer,England,69.05000000000001
232562,K. Nakamura,GK,68,Portimonense SC,Portuguese Liga ZON SAGRES,Japan,69.05000000000001
197641,B. Leroy,GK,70,AC Ajaccio,French Ligue 2,France,69.05
209423,M. Michel,GK,69,Chamois Niortais Football Club,French Ligue 2,France,69.05
223175,O. Kocuk,GK,69,GZT Giresunspor,Turkish Süper Lig,Turkey,69.05
167993,V. Stojković,GK,70,Al Fayha,Saudi Abdul L. Jameel League,Serbia,69.0
225203,L. Kelly,GK,69,Motherwell,Scottish Premiership,Scotland,69.0
234717,S. Pérez,GK,69,Universidad Católica,Chilian Campeonato Nacional,Chile,69.0
235629,O. De Wolf,GK,69,Royal Antwerp FC,Belgian Jupiler Pro League,Belgium,69.0
244656,Y. Takaoka,GK,69,Yokohama F. Marinos,Japanese J. League Division 1,Japan,69.0
231056,S. Marinović,GK,68,,,New Zealand,69.0
149309,A. Rosati,GK,69,Fiorentina,Italian Serie A,Italy,68.95
183475,S. Grytebust,GK,69,Vejle Boldklub,Danish Superliga,Norway,68.95
166097,F. Öztürk,GK,68,Galatasaray SK,Turkish Süper Lig,Turkey,68.95
219941,G. Castellón,GK,68,CD Huachipato,Chilian Campeonato Nacional,Chile,68.95
150659,V. Demarconnay,GK,70,Paris FC,French Ligue 2,France,68.9
202886,B. Siegrist,GK,70,Dundee United,Scottish Premiership,Switzerland,68.9
206065,S. Sluga,GK,69,Luton Town,English League Championship,Croatia,68.9
235999,L. García,GK,69,SD Ponferradina,Spanish Segunda División,Colombia,68.9
237580,D. Schmidt,GK,69,Sint-Truidense VV,Belgian Jupiler Pro League,Japan,68.9
243778,M. Hiller,GK,69,TSV 1860 München,German 3. Bundesliga,Germany,68.9
188657,D. Rudd,GK,68,Preston North End,English League Championship,England,68.9
199526,B. Megyeri,GK,68,Göztepe SK,Turkish Süper Lig,Hungary,68.9
196885,C. Lampe,GK,70,Vélez Sarsfield,Argentina Primera División,Bolivia,68.85000000000001
203423,L. Thomas,GK,69,SønderjyskE,Danish Superliga,Australia,68.85000000000001
176389,Jung Sung Ryong,GK,69,Kawasaki Frontale,Japanese J. League Division 1,Korea Republic,68.80000000000001
217646,S. Nishikawa,GK,69,Urawa Red Diamonds,Japanese J. League Division 1,Japan,68.80000000000001
224836,V. Milinković-Savić,GK,70,Torino F.C.,Italian Serie A,Serbia,68.8
223843,D. Frascarelli,GK,70,Sociedad Deportiva Aucas,Ecuadorian Serie A,Uruguay,68.75
183567,E. Mulder,GK,69,SC Heerenveen,Holland Eredivisie,Netherlands,68.75
204349,I. Šehić,GK,70,İttifak Holding Konyaspor,Turkish Süper Lig,Bosnia and Herzegovina,68.7
246139,Iñaki Peña,GK,69,FC Barcelona,Spain Primera Division,Spain,68.7
230872,M. Svilar,GK,68,SL Benfica,Portuguese Liga ZON SAGRES,Serbia,68.7
204380,J. Brinkies,GK,67,FSV Zwickau,German 3. Bundesliga,Germany,68.7
164853,A. Federici,GK,70,Macarthur FC,Australian Hyundai A-League,Australia,68.65
219918,O. Cabral,GK,69,12 de Octubre FC,Paraguayan Primera División,Argentina,68.65
262417,Daniel Figueira,GK,69,Estoril Praia,Portuguese Liga ZON SAGRES,Portugal,68.65
214035,J. Martínez,GK,68,Club Deportes Tolima,Colombian Liga Postobón,Colombia,68.60000000000001
223603,F. Bredlow,GK,68,VfB Stuttgart,German 1. Bundesliga,Germany,68.6
234371,R. Descamps,GK,68,FC Nantes,French Ligue 1,France,68.6
167931,R. Elliot,GK,69,Watford,English Premier League,Republic of Ireland,68.55000000000001
206272,C. Bălgrădean,GK,69,CFR Cluj,Romanian Liga I,Romania,68.55000000000001
243675,K. Scherpen,GK,69,Brighton & Hove Albion,English Premier League,Netherlands,68.55000000000001
198625,S. Bain,GK,69,Celtic,Scottish Premiership,Scotland,68.55
241179,Cristian Rivero,GK,67,Valencia CF,Spain Primera Division,Spain,68.55
212735,E. Basilio,GK,69,En Avant de Guingamp,French Ligue 2,France,68.5
231489,A. Keita,GK,69,Östersunds FK,Swedish Allsvenskan,Guinea,68.5
223727,C. MacGillivray,GK,68,Charlton Athletic,English League One,Scotland,68.5
159904,E. Galudio,GK,67,Deportivo Pasto,Colombian Liga Postobón,Uruguay,68.5
210006,T. Dähne,GK,67,Holstein Kiel,German 2. Bundesliga,Germany,68.5
230166,Fepe Limão,GK,67,Bahia,Campeonato Brasileiro Série A,Brazil,68.5
262262,J. Gorter,GK,69,Ajax,Holland Eredivisie,Netherlands,68.45
200059,C. Coosemans,GK,68,RSC Anderlecht,Belgian Jupiler Pro League,Belgium,68.45
199721,M. Gorgelin,GK,68,Le Havre AC,French Ligue 2,France,68.44999999999999
230332,Wiliam Santinho,GK,71,Fluminense,Campeonato Brasileiro Série A,Brazil,68.4
188094,J. McLaughlin,GK,69,Rangers FC,Scottish Premiership,Scotland,68.4
216633,Ö. Kristinsson,GK,69,Olympiacos CFP,Greek Super League,Iceland,68.4
239846,P. Tsintotas,GK,69,AEK Athens,Greek Super League,Greece,68.4
201847,L. Bostyn,GK,68,SV Zulte Waregem,Belgian Jupiler Pro League,Belgium,68.4
229817,R. Swete,GK,68,TSV Egger Glas Hartberg,Austrian Football Bundesliga,Austria,68.4
183743,A. Blanco,GK,69,Club León,Mexican Liga MX,Mexico,68.35000000000001
214582,C. Bonilla,GK,68,La Equidad,Colombian Liga Postobón,Colombia,68.35000000000001
180337,M. Vanhamel,GK,69,K Beerschot VA,Belgian Jupiler Pro League,Belgium,68.35
244017,M. Asselah,GK,68,Al Hazem,Saudi Abdul L. Jameel League,Algeria,68.35
